Experiment,Condition,Model,Random Seed,Test Set,bin,n,mean_pred,obs_rate
Label Noise,20% Noise,Logistic Regression,43,Shifted Test,5,55464,0.5538177148666146,0.5748233088129237
Label Noise,20% Noise,Logistic Regression,43,Shifted Test,6,73707,0.649149076287682,0.7440405931594014
Label Noise,20% Noise,Logistic Regression,43,Shifted Test,7,20903,0.7246423310134671,0.8574367315696312
Label Noise,20% Noise,Logistic Regression,43,Shifted Test,8,3,0.8092339038848877,1.0
Label Noise,20% Noise,Logistic Regression,43,Shifted Test,9,0,,
Label Noise,20% Noise,Logistic Regression,44,In-domain Test,0,56,0.08881986048072577,0.0
Label Noise,20% Noise,Logistic Regression,44,In-domain Test,1,3560,0.169198522323303,0.0056179775280898875
Label Noise,20% Noise,Logistic Regression,44,In-domain Test,2,9431,0.24620633185472307,0.01781359346834906
Label Noise,20% Noise,Logistic Regression,44,In-domain Test,3,4017,0.3464936623607134,0.15758028379387604
Label Noise,20% Noise,Logistic Regression,44,In-domain Test,4,5782,0.45480723227546604,0.36579038395019026
Label Noise,20% Noise,Logistic Regression,44,In-domain Test,5,12096,0.5545220424386638,0.544890873015873
Label Noise,20% Noise,Logistic Regression,44,In-domain Test,6,17188,0.6493858318461189,0.7266115894810333
Label Noise,20% Noise,Logistic Regression,44,In-domain Test,7,4692,0.7231249239133752,0.8318414322250639
Label Noise,20% Noise,Logistic Regression,44,In-domain Test,8,1,0.8001773357391357,1.0
Label Noise,20% Noise,Logistic Regression,44,In-domain Test,9,0,,
Label Noise,20% Noise,Logistic Regression,44,Shifted Test,0,315,0.08861398881389981,0.009523809523809525
Label Noise,20% Noise,Logistic Regression,44,Shifted Test,1,18737,0.16839385036749502,0.006671292095853125
Label Noise,20% Noise,Logistic Regression,44,Shifted Test,2,48385,0.24664688002253854,0.026392477007336986
Label Noise,20% Noise,Logistic Regression,44,Shifted Test,3,20734,0.34748946299884775,0.18674640686794636
Label Noise,20% Noise,Logistic Regression,44,Shifted Test,4,29132,0.45496489209602875,0.3804064259233832
Label Noise,20% Noise,Logistic Regression,44,Shifted Test,5,55265,0.5538957806622767,0.5695648240296752
Label Noise,20% Noise,Logistic Regression,44,Shifted Test,6,74944,0.6491979007695878,0.7421808283518361
Label Noise,20% Noise,Logistic Regression,44,Shifted Test,7,20587,0.7241759114385421,0.8622431631612183
Label Noise,20% Noise,Logistic Regression,44,Shifted Test,8,1,0.8177719116210938,1.0
Label Noise,20% Noise,Logistic Regression,44,Shifted Test,9,0,,
Label Noise,5% Noise,LightGBM,42,In-domain Test,0,13363,0.05988217590257279,0.0029185063234303675
Label Noise,5% Noise,LightGBM,42,In-domain Test,1,4908,0.14803443816448725,0.09046454767726161
Label Noise,5% Noise,LightGBM,42,In-domain Test,2,3080,0.24671391337239124,0.18961038961038962
Label Noise,5% Noise,LightGBM,42,In-domain Test,3,2467,0.3471584446066828,0.29874341305229024
Label Noise,5% Noise,LightGBM,42,In-domain Test,4,2894,0.4519625164635361,0.3901174844505874
Label Noise,5% Noise,LightGBM,42,In-domain Test,5,3450,0.5513666566385739,0.5191304347826087
Label Noise,5% Noise,LightGBM,42,In-domain Test,6,4971,0.6550396941984427,0.6252263126131563
Label Noise,5% Noise,LightGBM,42,In-domain Test,7,8332,0.7506675422978527,0.7493999039846375
Label Noise,5% Noise,LightGBM,42,In-domain Test,8,10598,0.8530496226647909,0.8721456878656351
Label Noise,5% Noise,LightGBM,42,In-domain Test,9,2760,0.9135974465936855,0.9423913043478261
Label Noise,5% Noise,LightGBM,42,Shifted Test,0,68277,0.05926692172207316,0.005184762072147283
Label Noise,5% Noise,LightGBM,42,Shifted Test,1,23819,0.14782785069077145,0.12032411100382048
Label Noise,5% Noise,LightGBM,42,Shifted Test,2,16047,0.24725205260748848,0.22203527139029103
Label Noise,5% Noise,LightGBM,42,Shifted Test,3,11547,0.3475568627442923,0.3093444184636702
Label Noise,5% Noise,LightGBM,42,Shifted Test,4,13289,0.45128630628811156,0.4210249078184965
Label Noise,5% Noise,LightGBM,42,Shifted Test,5,15850,0.5519566990712463,0.540820189274448
Label Noise,5% Noise,LightGBM,42,Shifted Test,6,24035,0.6548343898750577,0.6443519866860828
Label Noise,5% Noise,LightGBM,42,Shifted Test,7,37267,0.7494470488699799,0.7634368207797784
Label Noise,5% Noise,LightGBM,42,Shifted Test,8,46031,0.8546589714608935,0.8971997132367318
Label Noise,5% Noise,LightGBM,42,Shifted Test,9,11938,0.9135280994389161,0.9592058971351985
Label Noise,5% Noise,LightGBM,43,In-domain Test,0,13140,0.05852363532638713,0.0023592085235920853
Label Noise,5% Noise,LightGBM,43,In-domain Test,1,4853,0.1461534011788941,0.07747784875334844
Label Noise,5% Noise,LightGBM,43,In-domain Test,2,3279,0.2474698661739923,0.18908203720646538
Label Noise,5% Noise,LightGBM,43,In-domain Test,3,2619,0.3494109076914691,0.2844597174494082
Label Noise,5% Noise,LightGBM,43,In-domain Test,4,2817,0.45074356406302923,0.40930067447639334
Label Noise,5% Noise,LightGBM,43,In-domain Test,5,3585,0.5507029845957311,0.503765690376569
Label Noise,5% Noise,LightGBM,43,In-domain Test,6,4887,0.6537546476801651,0.6367914876202169
Label Noise,5% Noise,LightGBM,43,In-domain Test,7,8778,0.7515915709656554,0.7546138072453862
Label Noise,5% Noise,LightGBM,43,In-domain Test,8,10023,0.855744992611497,0.876384316073032
Label Noise,5% Noise,LightGBM,43,In-domain Test,9,2842,0.9124155000932279,0.9391273750879662
Label Noise,5% Noise,LightGBM,43,Shifted Test,0,67355,0.057874277527501794,0.0038007571820948705
Label Noise,5% Noise,LightGBM,43,Shifted Test,1,24090,0.1473284213807188,0.12000830220008302
Label Noise,5% Noise,LightGBM,43,Shifted Test,2,15851,0.24816709085636188,0.2150022080625828
Label Noise,5% Noise,LightGBM,43,Shifted Test,3,12420,0.34803308474076927,0.30813204508856684
Label Noise,5% Noise,LightGBM,43,Shifted Test,4,13227,0.4505139705324025,0.42201557420427915
Label Noise,5% Noise,LightGBM,43,Shifted Test,5,16152,0.5516153365602406,0.5364660723130262
Label Noise,5% Noise,LightGBM,43,Shifted Test,6,24311,0.6542418281062392,0.6490477561597631
Label Noise,5% Noise,LightGBM,43,Shifted Test,7,38209,0.7506108588173862,0.7650030097620979
Label Noise,5% Noise,LightGBM,43,Shifted Test,8,43979,0.8567637495753976,0.8999522499374701
Label Noise,5% Noise,LightGBM,43,Shifted Test,9,12506,0.9121477002909179,0.9589796897489206
Label Noise,5% Noise,LightGBM,44,In-domain Test,0,13490,0.05984112624382066,0.0037805782060785767
Label Noise,5% Noise,LightGBM,44,In-domain Test,1,4639,0.1465824288517834,0.08730329812459582
Label Noise,5% Noise,LightGBM,44,In-domain Test,2,3217,0.2453616216644427,0.1784271059993783
Label Noise,5% Noise,LightGBM,44,In-domain Test,3,2354,0.348922153676883,0.2973661852166525
Label Noise,5% Noise,LightGBM,44,In-domain Test,4,2921,0.4518498095369061,0.4128723040054776
Label Noise,5% Noise,LightGBM,44,In-domain Test,5,3449,0.5516802705554348,0.5201507683386489
Label Noise,5% Noise,LightGBM,44,In-domain Test,6,5192,0.6540476370872629,0.6377118644067796
Label Noise,5% Noise,LightGBM,44,In-domain Test,7,8480,0.7516594144181823,0.742688679245283
Label Noise,5% Noise,LightGBM,44,In-domain Test,8,10126,0.8544575250739758,0.8683586806241359
Label Noise,5% Noise,LightGBM,44,In-domain Test,9,2955,0.9125994672831746,0.9434856175972928
Label Noise,5% Noise,LightGBM,44,Shifted Test,0,67874,0.061213268515862666,0.004965082358487786
Label Noise,5% Noise,LightGBM,44,Shifted Test,1,24249,0.14613549966533934,0.12161326240257331
Label Noise,5% Noise,LightGBM,44,Shifted Test,2,15729,0.24599838759414996,0.21635196134528578
Label Noise,5% Noise,LightGBM,44,Shifted Test,3,11885,0.3481676052536441,0.3062684055532183
Label Noise,5% Noise,LightGBM,44,Shifted Test,4,13209,0.4521372084321058,0.42077371489136195
Label Noise,5% Noise,LightGBM,44,Shifted Test,5,15817,0.552387441418796,0.5404311816400076
Label Noise,5% Noise,LightGBM,44,Shifted Test,6,25483,0.6549497829269297,0.6485892555821529
Label Noise,5% Noise,LightGBM,44,Shifted Test,7,37031,0.7500280897918205,0.768248224460587
Label Noise,5% Noise,LightGBM,44,Shifted Test,8,44506,0.8559243227518613,0.8987776928953399
Label Noise,5% Noise,LightGBM,44,Shifted Test,9,12317,0.9128766309482339,0.9577819274173905
Label Noise,5% Noise,Logistic Regression,42,In-domain Test,0,8961,0.05240870682376528,0.004352192835621024
Label Noise,5% Noise,Logistic Regression,42,In-domain Test,1,5277,0.14170694867103462,0.046617396247868106
Label Noise,5% Noise,Logistic Regression,42,In-domain Test,2,2558,0.25104956302072406,0.18686473807662235
Label Noise,5% Noise,Logistic Regression,42,In-domain Test,3,3087,0.35169727367068093,0.3109815354713314
Label Noise,5% Noise,Logistic Regression,42,In-domain Test,4,4187,0.45386762952275,0.39336040124193933
Label Noise,5% Noise,Logistic Regression,42,In-domain Test,5,6461,0.5530491593156763,0.5106020739823557
Label Noise,5% Noise,Logistic Regression,42,In-domain Test,6,9091,0.653478157918926,0.6549334506654934
Label Noise,5% Noise,Logistic Regression,42,In-domain Test,7,11744,0.7491220784162955,0.7525544959128065
Label Noise,5% Noise,Logistic Regression,42,In-domain Test,8,5439,0.831907831377614,0.8170619599191028
Label Noise,5% Noise,Logistic Regression,42,In-domain Test,9,18,0.9050468338860406,0.8333333333333334
Label Noise,5% Noise,Logistic Regression,42,Shifted Test,0,45936,0.05076912310321397,0.007379832810867294
Label Noise,5% Noise,Logistic Regression,42,Shifted Test,1,27272,0.14137378393899977,0.05712819008506893
Label Noise,5% Noise,Logistic Regression,42,Shifted Test,2,13286,0.2505851812390396,0.20849013999698932
Label Noise,5% Noise,Logistic Regression,42,Shifted Test,3,15448,0.35207585985027157,0.3311755567063698
Label Noise,5% Noise,Logistic Regression,42,Shifted Test,4,20592,0.45335453708758167,0.41113053613053613
Label Noise,5% Noise,Logistic Regression,42,Shifted Test,5,30107,0.5524019931461627,0.5429634304314611
Label Noise,5% Noise,Logistic Regression,42,Shifted Test,6,40612,0.6530550462039224,0.6766965428937259
Label Noise,5% Noise,Logistic Regression,42,Shifted Test,7,51087,0.7494483322443581,0.7619159473055768
Label Noise,5% Noise,Logistic Regression,42,Shifted Test,8,23688,0.8320747898317237,0.850388382303276
Label Noise,5% Noise,Logistic Regression,42,Shifted Test,9,72,0.9058208680815167,0.8888888888888888
Label Noise,5% Noise,Logistic Regression,43,In-domain Test,0,9001,0.052819072119494326,0.004888345739362293
Label Noise,5% Noise,Logistic Regression,43,In-domain Test,1,5227,0.1410122389775265,0.041323895159747465
Label Noise,5% Noise,Logistic Regression,43,In-domain Test,2,2528,0.2500964349159334,0.17998417721518986
Label Noise,5% Noise,Logistic Regression,43,In-domain Test,3,3070,0.3517840914792269,0.29087947882736154
Label Noise,5% Noise,Logistic Regression,43,In-domain Test,4,4171,0.45386756666842426,0.39415008391273076
Label Noise,5% Noise,Logistic Regression,43,In-domain Test,5,6427,0.5527683270279905,0.5288626108604325
Label Noise,5% Noise,Logistic Regression,43,In-domain Test,6,9316,0.653126160760149,0.6576857020180334
Label Noise,5% Noise,Logistic Regression,43,In-domain Test,7,11798,0.7489174747642854,0.7479233768435328
Label Noise,5% Noise,Logistic Regression,43,In-domain Test,8,5264,0.8315005428681439,0.8168693009118541
Label Noise,5% Noise,Logistic Regression,43,In-domain Test,9,21,0.9037407296044486,0.8571428571428571
Label Noise,5% Noise,Logistic Regression,43,Shifted Test,0,45634,0.05174437637230387,0.00718762326335627
Label Noise,5% Noise,Logistic Regression,43,Shifted Test,1,27250,0.14097441704502894,0.05640366972477064
Label Noise,5% Noise,Logistic Regression,43,Shifted Test,2,13308,0.25071306537970034,0.2056657649534115
Label Noise,5% Noise,Logistic Regression,43,Shifted Test,3,15444,0.3521348428163495,0.33080808080808083
Label Noise,5% Noise,Logistic Regression,43,Shifted Test,4,20826,0.45327917780288185,0.41088062998175356
Label Noise,5% Noise,Logistic Regression,43,Shifted Test,5,30187,0.5522680643731327,0.5404313114917018
Label Noise,5% Noise,Logistic Regression,43,Shifted Test,6,40750,0.6528571689494549,0.677079754601227
Label Noise,5% Noise,Logistic Regression,43,Shifted Test,7,51543,0.7495415104831761,0.7610732786217334
Label Noise,5% Noise,Logistic Regression,43,Shifted Test,8,23082,0.8319540864936236,0.8553418247985444
Label Noise,5% Noise,Logistic Regression,43,Shifted Test,9,76,0.9054706065278304,0.868421052631579
Label Noise,5% Noise,Logistic Regression,44,In-domain Test,0,8867,0.05294035493300748,0.00563888575617458
Label Noise,5% Noise,Logistic Regression,44,In-domain Test,1,5441,0.14204704356043463,0.04410953868774122
Label Noise,5% Noise,Logistic Regression,44,In-domain Test,2,2444,0.2512004949493904,0.1702127659574468
Label Noise,5% Noise,Logistic Regression,44,In-domain Test,3,3072,0.3523977186414413,0.3203125
Label Noise,5% Noise,Logistic Regression,44,In-domain Test,4,4119,0.45396682463765403,0.39451323136683664
Label Noise,5% Noise,Logistic Regression,44,In-domain Test,5,6466,0.5523093614716889,0.5256727497680174
Label Noise,5% Noise,Logistic Regression,44,In-domain Test,6,9060,0.6528013881665982,0.636644591611479
Label Noise,5% Noise,Logistic Regression,44,In-domain Test,7,11934,0.74900191142788,0.7517177811295458
Label Noise,5% Noise,Logistic Regression,44,In-domain Test,8,5407,0.8310359091707579,0.8241168855187719
Label Noise,5% Noise,Logistic Regression,44,In-domain Test,9,13,0.9043886294731727,0.8461538461538461
Label Noise,5% Noise,Logistic Regression,44,Shifted Test,0,45424,0.05153645117496702,0.007463015146178232
Label Noise,5% Noise,Logistic Regression,44,Shifted Test,1,27929,0.1416932903148826,0.056858462529986754
Label Noise,5% Noise,Logistic Regression,44,Shifted Test,2,13206,0.25081473340929306,0.2088444646372861
Label Noise,5% Noise,Logistic Regression,44,Shifted Test,3,15373,0.35215193082265334,0.3318155207181422
Label Noise,5% Noise,Logistic Regression,44,Shifted Test,4,20731,0.453395444769158,0.4130046789831653
Label Noise,5% Noise,Logistic Regression,44,Shifted Test,5,30043,0.5523404003209401,0.5411576740005991
Label Noise,5% Noise,Logistic Regression,44,Shifted Test,6,40714,0.6531336462766498,0.6767450999656138
Label Noise,5% Noise,Logistic Regression,44,Shifted Test,7,51181,0.7494642447294247,0.762548602020281
Label Noise,5% Noise,Logistic Regression,44,Shifted Test,8,23441,0.8318885737253504,0.8520114329593448
Label Noise,5% Noise,Logistic Regression,44,Shifted Test,9,58,0.9052811275268423,0.8793103448275862
