Experiment,Condition,Noise Rate,Missingness Type,Missing Rate,Feature Group Blanked,Model,Random Seed,Test Set,AUROC,AUPRC,Brier Score
Feature Shift,Diagnoses,0.0,None,0.0,Diagnoses,LightGBM,44,Shifted Test,0.659698061297054,0.19886639812873094,0.21637467011435949
Feature Shift,Medications,0.0,None,0.0,Medications,Logistic Regression,44,In-domain Test,0.6303777114961867,0.20418864716640234,0.43245283322845296
Feature Shift,Medications,0.0,None,0.0,Medications,Logistic Regression,44,Shifted Test,0.6223786707702351,0.18113938634379176,0.4405151216054055
Feature Shift,Medications,0.0,None,0.0,Medications,LightGBM,44,In-domain Test,0.669692069880612,0.2286830691006299,0.20081037198016866
Feature Shift,Medications,0.0,None,0.0,Medications,LightGBM,44,Shifted Test,0.6585271453386027,0.20795224255051858,0.19840839277121386
Baseline,None,0.0,None,0.0,None,LightGBM,42,Generalization Gap (Shifted - In-domain),-0.026190807111005854,-0.020125789333873156,0.005997294223164529
Baseline,None,0.0,None,0.0,None,LightGBM,43,Generalization Gap (Shifted - In-domain),-0.004039261729941734,-0.0072268966743302965,-0.002005999392741764
Baseline,None,0.0,None,0.0,None,LightGBM,44,Generalization Gap (Shifted - In-domain),-0.011736241764327415,-0.024309944243016607,0.0006380279436665748
Baseline,None,0.0,None,0.0,None,Logistic Regression,42,Generalization Gap (Shifted - In-domain),-0.017757604281451345,-0.016169889241397006,-0.0015219703332685353
Baseline,None,0.0,None,0.0,None,Logistic Regression,43,Generalization Gap (Shifted - In-domain),0.002418178207036381,-0.009772537461907815,-0.007301988136718979
Baseline,None,0.0,None,0.0,None,Logistic Regression,44,Generalization Gap (Shifted - In-domain),-0.00527294446634563,-0.021489454991761026,0.0011427416115219191
Feature Shift,Diagnoses,0.0,None,0.0,Diagnoses,LightGBM,42,Generalization Gap (Shifted - In-domain),-0.020951789482157812,-0.030972824181854763,0.00789724849803286
Feature Shift,Diagnoses,0.0,None,0.0,Diagnoses,LightGBM,43,Generalization Gap (Shifted - In-domain),0.002691581727805592,-0.019055965083279086,-0.002760007164636119
Feature Shift,Diagnoses,0.0,None,0.0,Diagnoses,LightGBM,44,Generalization Gap (Shifted - In-domain),-0.013856817110744268,-0.03774611476184736,0.004000037661209516
Feature Shift,Diagnoses,0.0,None,0.0,Diagnoses,Logistic Regression,42,Generalization Gap (Shifted - In-domain),-0.018783634341616784,-0.025739472924581258,0.006210215632000193
Feature Shift,Diagnoses,0.0,None,0.0,Diagnoses,Logistic Regression,43,Generalization Gap (Shifted - In-domain),0.01371327235547426,-0.013091112047466047,0.0025501411950391573
Feature Shift,Diagnoses,0.0,None,0.0,Diagnoses,Logistic Regression,44,Generalization Gap (Shifted - In-domain),-0.009357677997021807,-0.029037595455304016,0.011539387148661373
Feature Shift,Medications,0.0,None,0.0,Medications,LightGBM,42,Generalization Gap (Shifted - In-domain),-0.024337767093675078,-0.01806899558784858,0.006122470272182934
Feature Shift,Medications,0.0,None,0.0,Medications,LightGBM,43,Generalization Gap (Shifted - In-domain),-0.008224389986322134,-0.006940451311021945,-0.00988048463395938
Feature Shift,Medications,0.0,None,0.0,Medications,LightGBM,44,Generalization Gap (Shifted - In-domain),-0.011164924542009347,-0.020730826550111325,-0.0024019792089547964
Feature Shift,Medications,0.0,None,0.0,Medications,Logistic Regression,42,Generalization Gap (Shifted - In-domain),-0.017640263045567872,-0.017954126777756124,0.0003841926034155452
Feature Shift,Medications,0.0,None,0.0,Medications,Logistic Regression,43,Generalization Gap (Shifted - In-domain),-0.0009055341099449832,-0.012646346481076182,-0.003862028576211096
Feature Shift,Medications,0.0,None,0.0,Medications,Logistic Regression,44,Generalization Gap (Shifted - In-domain),-0.00799904072595159,-0.02304926082261058,0.008062288376952553
Label Noise,0% Noise,0.0,None,0.0,None,LightGBM,42,Generalization Gap (Shifted - In-domain),-0.026190807111005854,-0.020125789333873156,0.005997294223164529
Label Noise,0% Noise,0.0,None,0.0,None,LightGBM,43,Generalization Gap (Shifted - In-domain),-0.004039261729941734,-0.0072268966743302965,-0.002005999392741764
Label Noise,0% Noise,0.0,None,0.0,None,LightGBM,44,Generalization Gap (Shifted - In-domain),-0.011736241764327415,-0.024309944243016607,0.0006380279436665748
Label Noise,0% Noise,0.0,None,0.0,None,Logistic Regression,42,Generalization Gap (Shifted - In-domain),-0.017757604281451345,-0.016169889241397006,-0.0015219703332685353
Label Noise,0% Noise,0.0,None,0.0,None,Logistic Regression,43,Generalization Gap (Shifted - In-domain),0.002418178207036381,-0.009772537461907815,-0.007301988136718979
Label Noise,0% Noise,0.0,None,0.0,None,Logistic Regression,44,Generalization Gap (Shifted - In-domain),-0.00527294446634563,-0.021489454991761026,0.0011427416115219191
Label Noise,10% Noise,0.1,None,0.0,None,LightGBM,42,Generalization Gap (Shifted - In-domain),-0.007836449017291747,-0.022075395588627644,0.005600734695194037
Label Noise,10% Noise,0.1,None,0.0,None,LightGBM,43,Generalization Gap (Shifted - In-domain),0.003580966909547678,-0.015803696412279328,0.004465543775294428
Label Noise,10% Noise,0.1,None,0.0,None,LightGBM,44,Generalization Gap (Shifted - In-domain),-0.031067104557459313,-0.04129549692198886,0.04116215028547135
Label Noise,10% Noise,0.1,None,0.0,None,Logistic Regression,42,Generalization Gap (Shifted - In-domain),0.0010683207463657585,-0.0034534840741426154,0.0035888082986808567
Label Noise,10% Noise,0.1,None,0.0,None,Logistic Regression,43,Generalization Gap (Shifted - In-domain),0.00853267449318229,-0.007923523874603822,0.006854294162270208
Label Noise,10% Noise,0.1,None,0.0,None,Logistic Regression,44,Generalization Gap (Shifted - In-domain),0.017477914172539077,0.0009543330436093123,0.019026989040908326
Label Noise,20% Noise,0.2,None,0.0,None,LightGBM,42,Generalization Gap (Shifted - In-domain),-0.0071455378249238866,-0.019344795826778227,0.004094227530659522
Label Noise,20% Noise,0.2,None,0.0,None,LightGBM,43,Generalization Gap (Shifted - In-domain),-0.0005075252067088254,-0.01702571033849784,-0.001630555510172521
Label Noise,20% Noise,0.2,None,0.0,None,LightGBM,44,Generalization Gap (Shifted - In-domain),-0.043060228431108016,-0.03877952871474255,0.0740412520072685
Label Noise,20% Noise,0.2,None,0.0,None,Logistic Regression,42,Generalization Gap (Shifted - In-domain),0.010460755913896835,0.005995548467608802,0.007381239711738791
Label Noise,20% Noise,0.2,None,0.0,None,Logistic Regression,43,Generalization Gap (Shifted - In-domain),0.012965249728614014,-8.006595777448888e-05,0.012675771417148457
Label Noise,20% Noise,0.2,None,0.0,None,Logistic Regression,44,Generalization Gap (Shifted - In-domain),0.012891601328928193,-0.0036951250712009276,0.027553993844438074
Label Noise,5% Noise,0.05,None,0.0,None,LightGBM,42,Generalization Gap (Shifted - In-domain),-0.02961011634484334,-0.02413600443262906,0.007678231003315716
Label Noise,5% Noise,0.05,None,0.0,None,LightGBM,43,Generalization Gap (Shifted - In-domain),0.00283051740489193,-0.004995252472005357,-0.00032641660106014214
Label Noise,5% Noise,0.05,None,0.0,None,LightGBM,44,Generalization Gap (Shifted - In-domain),-0.015657828951358033,-0.0245406939214112,0.0023438887926118257
Label Noise,5% Noise,0.05,None,0.0,None,Logistic Regression,42,Generalization Gap (Shifted - In-domain),-0.0028586667914990427,-0.008901721252794204,-0.0029122241142387484
Label Noise,5% Noise,0.05,None,0.0,None,Logistic Regression,43,Generalization Gap (Shifted - In-domain),0.0090100199772426,-0.004452055253163473,-0.006664295554025479
Label Noise,5% Noise,0.05,None,0.0,None,Logistic Regression,44,Generalization Gap (Shifted - In-domain),0.00920428959096653,-0.010585607180090606,0.012225150793705508
Missingness,MAR_Age_Older,0.0,MAR_Age_Older,0.0,None,LightGBM,42,Generalization Gap (Shifted - In-domain),-0.026190807111005854,-0.020125789333873156,0.005997294223164529
Missingness,MAR_Age_Older,0.0,MAR_Age_Older,0.0,None,LightGBM,43,Generalization Gap (Shifted - In-domain),-0.004039261729941734,-0.0072268966743302965,-0.002005999392741764
Missingness,MAR_Age_Older,0.0,MAR_Age_Older,0.0,None,LightGBM,44,Generalization Gap (Shifted - In-domain),-0.011736241764327415,-0.024309944243016607,0.0006380279436665748
Missingness,MAR_Age_Older,0.0,MAR_Age_Older,0.0,None,Logistic Regression,42,Generalization Gap (Shifted - In-domain),-0.017757604281451345,-0.016169889241397006,-0.0015219703332685353
Missingness,MAR_Age_Older,0.0,MAR_Age_Older,0.0,None,Logistic Regression,43,Generalization Gap (Shifted - In-domain),0.002418178207036381,-0.009772537461907815,-0.007301988136718979
Missingness,MAR_Age_Older,0.0,MAR_Age_Older,0.0,None,Logistic Regression,44,Generalization Gap (Shifted - In-domain),-0.00527294446634563,-0.021489454991761026,0.0011427416115219191
Missingness,MAR_Age_Older,0.0,MAR_Age_Older,0.1,None,LightGBM,42,Generalization Gap (Shifted - In-domain),-0.02678090187454618,-0.02190159785923801,0.006495148984384358
Missingness,MAR_Age_Older,0.0,MAR_Age_Older,0.1,None,LightGBM,43,Generalization Gap (Shifted - In-domain),-0.004657035015736666,-0.00860504245304966,-0.0020237808696527415
Missingness,MAR_Age_Older,0.0,MAR_Age_Older,0.1,None,LightGBM,44,Generalization Gap (Shifted - In-domain),-0.007960214076456196,-0.019387169448199848,0.0024911987950295977
Missingness,MAR_Age_Older,0.0,MAR_Age_Older,0.1,None,Logistic Regression,42,Generalization Gap (Shifted - In-domain),-0.016762308467877518,-0.016119682539422253,-0.0024407064818288693
Missingness,MAR_Age_Older,0.0,MAR_Age_Older,0.1,None,Logistic Regression,43,Generalization Gap (Shifted - In-domain),0.00019670443349661948,-0.010143309248506177,-0.007424455194051355
Missingness,MAR_Age_Older,0.0,MAR_Age_Older,0.1,None,Logistic Regression,44,Generalization Gap (Shifted - In-domain),-0.004812752932138453,-0.020975115505782738,-0.0007661753306861252
Missingness,MAR_Age_Older,0.0,MAR_Age_Older,0.2,None,LightGBM,42,Generalization Gap (Shifted - In-domain),-0.020676769061600875,-0.02574829079114005,0.004200083031524193
Missingness,MAR_Age_Older,0.0,MAR_Age_Older,0.2,None,LightGBM,43,Generalization Gap (Shifted - In-domain),-0.005094298002193187,-0.007531215844728517,-0.003664835138697642
Missingness,MAR_Age_Older,0.0,MAR_Age_Older,0.2,None,LightGBM,44,Generalization Gap (Shifted - In-domain),-0.01075093097357116,-0.029260174404847406,0.0020756049616157124
Missingness,MAR_Age_Older,0.0,MAR_Age_Older,0.2,None,Logistic Regression,42,Generalization Gap (Shifted - In-domain),-0.018278964261690622,-0.01704080566005778,-0.0035196581879276545
Missingness,MAR_Age_Older,0.0,MAR_Age_Older,0.2,None,Logistic Regression,43,Generalization Gap (Shifted - In-domain),0.00012126010312196733,-0.01043247144142287,-0.006626246431475441
Missingness,MAR_Age_Older,0.0,MAR_Age_Older,0.2,None,Logistic Regression,44,Generalization Gap (Shifted - In-domain),-0.006742280806652401,-0.02337329436347771,-0.0010142495794328021
Missingness,MAR_Female,0.0,MAR_Female,0.0,None,LightGBM,42,Generalization Gap (Shifted - In-domain),-0.026190807111005854,-0.020125789333873156,0.005997294223164529
Missingness,MAR_Female,0.0,MAR_Female,0.0,None,LightGBM,43,Generalization Gap (Shifted - In-domain),-0.004039261729941734,-0.0072268966743302965,-0.002005999392741764
Missingness,MAR_Female,0.0,MAR_Female,0.0,None,LightGBM,44,Generalization Gap (Shifted - In-domain),-0.011736241764327415,-0.024309944243016607,0.0006380279436665748
Missingness,MAR_Female,0.0,MAR_Female,0.0,None,Logistic Regression,42,Generalization Gap (Shifted - In-domain),-0.017757604281451345,-0.016169889241397006,-0.0015219703332685353
Missingness,MAR_Female,0.0,MAR_Female,0.0,None,Logistic Regression,43,Generalization Gap (Shifted - In-domain),0.002418178207036381,-0.009772537461907815,-0.007301988136718979
Missingness,MAR_Female,0.0,MAR_Female,0.0,None,Logistic Regression,44,Generalization Gap (Shifted - In-domain),-0.00527294446634563,-0.021489454991761026,0.0011427416115219191
Missingness,MAR_Female,0.0,MAR_Female,0.1,None,LightGBM,42,Generalization Gap (Shifted - In-domain),-0.01847011629045303,-0.01982493069618138,0.00508576091043042
Missingness,MAR_Female,0.0,MAR_Female,0.1,None,LightGBM,43,Generalization Gap (Shifted - In-domain),-0.006183088625462241,-0.006182747256124749,-0.0014823459852127407
Missingness,MAR_Female,0.0,MAR_Female,0.1,None,LightGBM,44,Generalization Gap (Shifted - In-domain),-0.014683054425407849,-0.03126211615177135,0.002934523380840992
Missingness,MAR_Female,0.0,MAR_Female,0.1,None,Logistic Regression,42,Generalization Gap (Shifted - In-domain),-0.016991111085007393,-0.01725105535058266,-0.00011219326962449983
Missingness,MAR_Female,0.0,MAR_Female,0.1,None,Logistic Regression,43,Generalization Gap (Shifted - In-domain),0.0010900750840420192,-0.00964453971871393,-0.008420803513794567
Missingness,MAR_Female,0.0,MAR_Female,0.1,None,Logistic Regression,44,Generalization Gap (Shifted - In-domain),-0.004286060324185326,-0.020541170266874742,-0.0006009394184399441
Missingness,MAR_Female,0.0,MAR_Female,0.2,None,LightGBM,42,Generalization Gap (Shifted - In-domain),-0.01720926117422039,-0.02142160109841626,0.012231854333199815
Missingness,MAR_Female,0.0,MAR_Female,0.2,None,LightGBM,43,Generalization Gap (Shifted - In-domain),-0.001427685743747964,-0.002754299691522938,-0.0016731214999441135
Missingness,MAR_Female,0.0,MAR_Female,0.2,None,LightGBM,44,Generalization Gap (Shifted - In-domain),-0.013751413456446038,-0.026871054338783673,-0.0017543578086999523
Missingness,MAR_Female,0.0,MAR_Female,0.2,None,Logistic Regression,42,Generalization Gap (Shifted - In-domain),-0.018280757164454986,-0.018036641379562374,-0.0006363694118197982
Missingness,MAR_Female,0.0,MAR_Female,0.2,None,Logistic Regression,43,Generalization Gap (Shifted - In-domain),-0.00218950747180624,-0.011144936325328397,-0.007992936394634942
Missingness,MAR_Female,0.0,MAR_Female,0.2,None,Logistic Regression,44,Generalization Gap (Shifted - In-domain),-0.004866004156404036,-0.02116873321006299,-0.0014314142417693465
Missingness,MCAR,0.0,MCAR,0.0,None,LightGBM,42,Generalization Gap (Shifted - In-domain),-0.026190807111005854,-0.020125789333873156,0.005997294223164529
Missingness,MCAR,0.0,MCAR,0.0,None,LightGBM,43,Generalization Gap (Shifted - In-domain),-0.004039261729941734,-0.0072268966743302965,-0.002005999392741764
Missingness,MCAR,0.0,MCAR,0.0,None,LightGBM,44,Generalization Gap (Shifted - In-domain),-0.011736241764327415,-0.024309944243016607,0.0006380279436665748
Missingness,MCAR,0.0,MCAR,0.0,None,Logistic Regression,42,Generalization Gap (Shifted - In-domain),-0.017757604281451345,-0.016169889241397006,-0.0015219703332685353
Missingness,MCAR,0.0,MCAR,0.0,None,Logistic Regression,43,Generalization Gap (Shifted - In-domain),0.002418178207036381,-0.009772537461907815,-0.007301988136718979
Missingness,MCAR,0.0,MCAR,0.0,None,Logistic Regression,44,Generalization Gap (Shifted - In-domain),-0.00527294446634563,-0.021489454991761026,0.0011427416115219191
Missingness,MCAR,0.0,MCAR,0.1,None,LightGBM,42,Generalization Gap (Shifted - In-domain),-0.02835363768928223,-0.02621925441663342,0.0077170845508251484
Missingness,MCAR,0.0,MCAR,0.1,None,LightGBM,43,Generalization Gap (Shifted - In-domain),0.0036667613078333883,-0.006638674706403308,-0.020484107603826046
Missingness,MCAR,0.0,MCAR,0.1,None,LightGBM,44,Generalization Gap (Shifted - In-domain),-0.018609375658105054,-0.030280865279756042,0.0005412907407853218
Missingness,MCAR,0.0,MCAR,0.1,None,Logistic Regression,42,Generalization Gap (Shifted - In-domain),-0.020068707224388915,-0.017990571089079144,-0.002013636958802162
Missingness,MCAR,0.0,MCAR,0.1,None,Logistic Regression,43,Generalization Gap (Shifted - In-domain),0.0023339145138843165,-0.009597974843531198,-0.0099716090627891
Missingness,MCAR,0.0,MCAR,0.1,None,Logistic Regression,44,Generalization Gap (Shifted - In-domain),-0.005321591018543459,-0.021383473515686702,-0.0010679056605905346
Missingness,MCAR,0.0,MCAR,0.2,None,LightGBM,42,Generalization Gap (Shifted - In-domain),-0.026289324200300723,-0.02804410645457245,0.002761902763128654
Missingness,MCAR,0.0,MCAR,0.2,None,LightGBM,43,Generalization Gap (Shifted - In-domain),-0.0055583606634768135,-0.005333014669401198,-0.004728265106372365
Missingness,MCAR,0.0,MCAR,0.2,None,LightGBM,44,Generalization Gap (Shifted - In-domain),-0.01577176894611787,-0.032149582571223245,0.0017476117635618071
Missingness,MCAR,0.0,MCAR,0.2,None,Logistic Regression,42,Generalization Gap (Shifted - In-domain),-0.018889245614510886,-0.017344692715667104,-0.009331426981566832
Missingness,MCAR,0.0,MCAR,0.2,None,Logistic Regression,43,Generalization Gap (Shifted - In-domain),-0.0024063004109959873,-0.01100321442051641,-0.009949410185757568
Missingness,MCAR,0.0,MCAR,0.2,None,Logistic Regression,44,Generalization Gap (Shifted - In-domain),-0.004567616881747338,-0.021792764226891387,-0.003753351405033717
