Experiment,Condition,Model,Random Seed,Test Set,bin,n,mean_pred,obs_rate
Label Noise,10% Noise,Logistic Regression,43,Shifted Test,6,672,0.6380023104803902,0.18303571428571427
Label Noise,10% Noise,Logistic Regression,43,Shifted Test,7,164,0.7404829983304186,0.22560975609756098
Label Noise,10% Noise,Logistic Regression,43,Shifted Test,8,28,0.8357503137418202,0.2857142857142857
Label Noise,10% Noise,Logistic Regression,43,Shifted Test,9,10,0.9413862109184266,0.6
Label Noise,10% Noise,Logistic Regression,44,In-domain Test,0,22,0.0859396042810245,0.0
Label Noise,10% Noise,Logistic Regression,44,In-domain Test,1,143,0.16293087221317357,0.04895104895104895
Label Noise,10% Noise,Logistic Regression,44,In-domain Test,2,460,0.2594390283784141,0.08695652173913043
Label Noise,10% Noise,Logistic Regression,44,In-domain Test,3,1954,0.36381066812463525,0.07471852610030706
Label Noise,10% Noise,Logistic Regression,44,In-domain Test,4,5761,0.45263573931356493,0.09269224093039403
Label Noise,10% Noise,Logistic Regression,44,In-domain Test,5,4044,0.5435166732434821,0.13303659742828883
Label Noise,10% Noise,Logistic Regression,44,In-domain Test,6,1401,0.6400148598829565,0.1734475374732334
Label Noise,10% Noise,Logistic Regression,44,In-domain Test,7,373,0.7360415404347888,0.27882037533512066
Label Noise,10% Noise,Logistic Regression,44,In-domain Test,8,87,0.8386785024884104,0.40229885057471265
Label Noise,10% Noise,Logistic Regression,44,In-domain Test,9,15,0.9281859914461772,0.4
Label Noise,10% Noise,Logistic Regression,44,Shifted Test,0,1,0.08268580585718155,0.0
Label Noise,10% Noise,Logistic Regression,44,Shifted Test,1,47,0.16221329839305676,0.06382978723404255
Label Noise,10% Noise,Logistic Regression,44,Shifted Test,2,156,0.259395649513373,0.07051282051282051
Label Noise,10% Noise,Logistic Regression,44,Shifted Test,3,589,0.3630389404215918,0.06960950764006792
Label Noise,10% Noise,Logistic Regression,44,Shifted Test,4,2348,0.45772321889053214,0.06856899488926746
Label Noise,10% Noise,Logistic Regression,44,Shifted Test,5,2451,0.5443173576403229,0.10403916768665851
Label Noise,10% Noise,Logistic Regression,44,Shifted Test,6,924,0.6395499392763361,0.17424242424242425
Label Noise,10% Noise,Logistic Regression,44,Shifted Test,7,218,0.7394898823641856,0.25229357798165136
Label Noise,10% Noise,Logistic Regression,44,Shifted Test,8,33,0.8346696098645529,0.24242424242424243
Label Noise,10% Noise,Logistic Regression,44,Shifted Test,9,14,0.9282857094492231,0.7857142857142857
Label Noise,20% Noise,LightGBM,42,In-domain Test,0,0,,
Label Noise,20% Noise,LightGBM,42,In-domain Test,1,1,0.1832267791032791,0.0
Label Noise,20% Noise,LightGBM,42,In-domain Test,2,51,0.2718215418212554,0.058823529411764705
Label Noise,20% Noise,LightGBM,42,In-domain Test,3,617,0.3696581964747832,0.06645056726094004
Label Noise,20% Noise,LightGBM,42,In-domain Test,4,7794,0.4643172408055733,0.07890685142417245
Label Noise,20% Noise,LightGBM,42,In-domain Test,5,5167,0.5321691139468331,0.14902264370040644
Label Noise,20% Noise,LightGBM,42,In-domain Test,6,512,0.635243613505736,0.314453125
Label Noise,20% Noise,LightGBM,42,In-domain Test,7,50,0.7234371244907379,0.32
Label Noise,20% Noise,LightGBM,42,In-domain Test,8,0,,
Label Noise,20% Noise,LightGBM,42,In-domain Test,9,0,,
Label Noise,20% Noise,LightGBM,42,Shifted Test,0,0,,
Label Noise,20% Noise,LightGBM,42,Shifted Test,1,0,,
Label Noise,20% Noise,LightGBM,42,Shifted Test,2,29,0.273983604435263,0.10344827586206896
Label Noise,20% Noise,LightGBM,42,Shifted Test,3,320,0.36492456113919614,0.05625
Label Noise,20% Noise,LightGBM,42,Shifted Test,4,3241,0.4624086915343237,0.07004011107682814
Label Noise,20% Noise,LightGBM,42,Shifted Test,5,2926,0.5355965514258009,0.13260423786739575
Label Noise,20% Noise,LightGBM,42,Shifted Test,6,234,0.6300367099097651,0.23076923076923078
Label Noise,20% Noise,LightGBM,42,Shifted Test,7,31,0.727053992209896,0.5161290322580645
Label Noise,20% Noise,LightGBM,42,Shifted Test,8,0,,
Label Noise,20% Noise,LightGBM,42,Shifted Test,9,0,,
Label Noise,20% Noise,LightGBM,43,In-domain Test,0,0,,
Label Noise,20% Noise,LightGBM,43,In-domain Test,1,8,0.16499442793428898,0.0
Label Noise,20% Noise,LightGBM,43,In-domain Test,2,43,0.2731790816368059,0.06976744186046512
Label Noise,20% Noise,LightGBM,43,In-domain Test,3,620,0.36830233700813786,0.08548387096774193
Label Noise,20% Noise,LightGBM,43,In-domain Test,4,8159,0.4658153215113889,0.08542713567839195
Label Noise,20% Noise,LightGBM,43,In-domain Test,5,4840,0.5321722489127443,0.1464876033057851
Label Noise,20% Noise,LightGBM,43,In-domain Test,6,554,0.637352160275628,0.30324909747292417
Label Noise,20% Noise,LightGBM,43,In-domain Test,7,44,0.727897584438324,0.3409090909090909
Label Noise,20% Noise,LightGBM,43,In-domain Test,8,0,,
Label Noise,20% Noise,LightGBM,43,In-domain Test,9,0,,
Label Noise,20% Noise,LightGBM,43,Shifted Test,0,0,,
Label Noise,20% Noise,LightGBM,43,Shifted Test,1,4,0.14716478809714317,0.0
Label Noise,20% Noise,LightGBM,43,Shifted Test,2,19,0.282437873514075,0.0
Label Noise,20% Noise,LightGBM,43,Shifted Test,3,431,0.36953947687923494,0.06960556844547564
Label Noise,20% Noise,LightGBM,43,Shifted Test,4,3613,0.4579919200837035,0.07805148076390811
Label Noise,20% Noise,LightGBM,43,Shifted Test,5,2382,0.5363654110683902,0.1288832913518052
Label Noise,20% Noise,LightGBM,43,Shifted Test,6,292,0.6293826744164506,0.23972602739726026
Label Noise,20% Noise,LightGBM,43,Shifted Test,7,40,0.7295812755823136,0.425
Label Noise,20% Noise,LightGBM,43,Shifted Test,8,0,,
Label Noise,20% Noise,LightGBM,43,Shifted Test,9,0,,
Label Noise,20% Noise,LightGBM,44,In-domain Test,0,0,,
Label Noise,20% Noise,LightGBM,44,In-domain Test,1,4,0.18253174424171448,0.25
Label Noise,20% Noise,LightGBM,44,In-domain Test,2,60,0.269181356827418,0.05
Label Noise,20% Noise,LightGBM,44,In-domain Test,3,611,0.3677881029350668,0.07201309328968904
Label Noise,20% Noise,LightGBM,44,In-domain Test,4,7772,0.46240921800153745,0.08131755018013381
Label Noise,20% Noise,LightGBM,44,In-domain Test,5,5116,0.5338659181876328,0.14874902267396403
Label Noise,20% Noise,LightGBM,44,In-domain Test,6,637,0.6345438028055608,0.29984301412872844
Label Noise,20% Noise,LightGBM,44,In-domain Test,7,59,0.7266314514612747,0.3389830508474576
Label Noise,20% Noise,LightGBM,44,In-domain Test,8,1,0.8277978301048279,1.0
Label Noise,20% Noise,LightGBM,44,In-domain Test,9,0,,
Label Noise,20% Noise,LightGBM,44,Shifted Test,0,0,,
Label Noise,20% Noise,LightGBM,44,Shifted Test,1,7,0.17043778726032802,0.0
Label Noise,20% Noise,LightGBM,44,Shifted Test,2,9,0.2740896890560786,0.0
Label Noise,20% Noise,LightGBM,44,Shifted Test,3,82,0.37017292656549594,0.036585365853658534
Label Noise,20% Noise,LightGBM,44,Shifted Test,4,1257,0.46551801357936934,0.057279236276849645
Label Noise,20% Noise,LightGBM,44,Shifted Test,5,2645,0.5578609814490623,0.10094517958412098
Label Noise,20% Noise,LightGBM,44,Shifted Test,6,2528,0.6386473435861401,0.12262658227848101
Label Noise,20% Noise,LightGBM,44,Shifted Test,7,237,0.7265902372855174,0.17721518987341772
Label Noise,20% Noise,LightGBM,44,Shifted Test,8,16,0.8414564654231071,0.75
Label Noise,20% Noise,LightGBM,44,Shifted Test,9,0,,
Label Noise,20% Noise,Logistic Regression,42,In-domain Test,0,2,0.08865725249052048,0.0
Label Noise,20% Noise,Logistic Regression,42,In-domain Test,1,62,0.16819673740575392,0.0
Label Noise,20% Noise,Logistic Regression,42,In-domain Test,2,275,0.2616052168607712,0.08
Label Noise,20% Noise,Logistic Regression,42,In-domain Test,3,1020,0.364499029341866,0.07745098039215687
Label Noise,20% Noise,Logistic Regression,42,In-domain Test,4,6688,0.459667206167034,0.08851674641148326
Label Noise,20% Noise,Logistic Regression,42,In-domain Test,5,4957,0.5384972876590516,0.13576760137179747
Label Noise,20% Noise,Logistic Regression,42,In-domain Test,6,1036,0.6369142859713911,0.18629343629343628
Label Noise,20% Noise,Logistic Regression,42,In-domain Test,7,140,0.7396090958799635,0.29285714285714287
Label Noise,20% Noise,Logistic Regression,42,In-domain Test,8,11,0.8298105760054155,0.5454545454545454
Label Noise,20% Noise,Logistic Regression,42,In-domain Test,9,1,0.913663387298584,0.0
Label Noise,20% Noise,Logistic Regression,42,Shifted Test,0,0,,
Label Noise,20% Noise,Logistic Regression,42,Shifted Test,1,9,0.1729116067290306,0.2222222222222222
Label Noise,20% Noise,Logistic Regression,42,Shifted Test,2,88,0.25852369178425183,0.06818181818181818
Label Noise,20% Noise,Logistic Regression,42,Shifted Test,3,382,0.36487427322652327,0.07591623036649214
Label Noise,20% Noise,Logistic Regression,42,Shifted Test,4,2933,0.46285393719294354,0.07534947153085578
Label Noise,20% Noise,Logistic Regression,42,Shifted Test,5,2787,0.5385195685622082,0.11697165410836025
Label Noise,20% Noise,Logistic Regression,42,Shifted Test,6,505,0.6383278333314575,0.19207920792079208
Label Noise,20% Noise,Logistic Regression,42,Shifted Test,7,64,0.7304413001984358,0.265625
Label Noise,20% Noise,Logistic Regression,42,Shifted Test,8,12,0.8342877626419067,0.6666666666666666
Label Noise,20% Noise,Logistic Regression,42,Shifted Test,9,1,0.9041376709938049,0.0
Label Noise,20% Noise,Logistic Regression,43,In-domain Test,0,1,0.08203636854887009,0.0
Label Noise,20% Noise,Logistic Regression,43,In-domain Test,1,38,0.16825275142726145,0.02631578947368421
Label Noise,20% Noise,Logistic Regression,43,In-domain Test,2,243,0.26176913965631415,0.11934156378600823
Label Noise,20% Noise,Logistic Regression,43,In-domain Test,3,1062,0.36516615498649646,0.08192090395480225
Label Noise,20% Noise,Logistic Regression,43,In-domain Test,4,6637,0.4594438134887518,0.0926623474461353
Label Noise,20% Noise,Logistic Regression,43,In-domain Test,5,5133,0.5387977445634188,0.1315020455873758
Label Noise,20% Noise,Logistic Regression,43,In-domain Test,6,969,0.6356129950168086,0.19195046439628483
Label Noise,20% Noise,Logistic Regression,43,In-domain Test,7,161,0.736469200679234,0.2795031055900621
Label Noise,20% Noise,Logistic Regression,43,In-domain Test,8,23,0.8375230612962142,0.30434782608695654
Label Noise,20% Noise,Logistic Regression,43,In-domain Test,9,1,0.920745849609375,0.0
Label Noise,20% Noise,Logistic Regression,43,Shifted Test,0,0,,
Label Noise,20% Noise,Logistic Regression,43,Shifted Test,1,10,0.1619381584227085,0.0
Label Noise,20% Noise,Logistic Regression,43,Shifted Test,2,88,0.2598387106237086,0.07954545454545454
Label Noise,20% Noise,Logistic Regression,43,Shifted Test,3,365,0.36454685020120176,0.0821917808219178
Label Noise,20% Noise,Logistic Regression,43,Shifted Test,4,2553,0.46425130892117444,0.0791226008617313
Label Noise,20% Noise,Logistic Regression,43,Shifted Test,5,3074,0.5401505806380925,0.10540013012361743
Label Noise,20% Noise,Logistic Regression,43,Shifted Test,6,573,0.6339137047581231,0.19197207678883071
Label Noise,20% Noise,Logistic Regression,43,Shifted Test,7,99,0.7381260611794211,0.24242424242424243
Label Noise,20% Noise,Logistic Regression,43,Shifted Test,8,19,0.845734527236537,0.47368421052631576
Label Noise,20% Noise,Logistic Regression,43,Shifted Test,9,0,,
Label Noise,20% Noise,Logistic Regression,44,In-domain Test,0,3,0.09118587772051494,0.3333333333333333
Label Noise,20% Noise,Logistic Regression,44,In-domain Test,1,56,0.1668037220037409,0.10714285714285714
Label Noise,20% Noise,Logistic Regression,44,In-domain Test,2,220,0.25683758746493945,0.06363636363636363
Label Noise,20% Noise,Logistic Regression,44,In-domain Test,3,1187,0.3655149445577941,0.08424599831508003
Label Noise,20% Noise,Logistic Regression,44,In-domain Test,4,6513,0.45818647109435373,0.09273760171963764
Label Noise,20% Noise,Logistic Regression,44,In-domain Test,5,4873,0.5399746272858961,0.129283808742048
Label Noise,20% Noise,Logistic Regression,44,In-domain Test,6,1186,0.6364705171593125,0.19308600337268128
Label Noise,20% Noise,Logistic Regression,44,In-domain Test,7,199,0.7355940497700294,0.2864321608040201
Label Noise,20% Noise,Logistic Regression,44,In-domain Test,8,20,0.8326842933893204,0.6
Label Noise,20% Noise,Logistic Regression,44,In-domain Test,9,3,0.9345123569170634,0.0
Label Noise,20% Noise,Logistic Regression,44,Shifted Test,0,0,,
Label Noise,20% Noise,Logistic Regression,44,Shifted Test,1,24,0.16639669643094143,0.041666666666666664
Label Noise,20% Noise,Logistic Regression,44,Shifted Test,2,56,0.25322668813169,0.05357142857142857
Label Noise,20% Noise,Logistic Regression,44,Shifted Test,3,262,0.3609908327801537,0.06870229007633588
Label Noise,20% Noise,Logistic Regression,44,Shifted Test,4,1969,0.4649502622893524,0.07618080243778567
Label Noise,20% Noise,Logistic Regression,44,Shifted Test,5,3344,0.5437590349376487,0.09808612440191387
Label Noise,20% Noise,Logistic Regression,44,Shifted Test,6,967,0.6364086637082736,0.17580144777662876
Label Noise,20% Noise,Logistic Regression,44,Shifted Test,7,136,0.7322154509670594,0.17647058823529413
Label Noise,20% Noise,Logistic Regression,44,Shifted Test,8,23,0.8366874145424884,0.5217391304347826
Label Noise,20% Noise,Logistic Regression,44,Shifted Test,9,0,,
Label Noise,5% Noise,LightGBM,42,In-domain Test,0,1,0.09621964395046234,0.0
Label Noise,5% Noise,LightGBM,42,In-domain Test,1,60,0.17343055432041485,0.016666666666666666
Label Noise,5% Noise,LightGBM,42,In-domain Test,2,626,0.26352475607357084,0.036741214057507986
Label Noise,5% Noise,LightGBM,42,In-domain Test,3,2935,0.3614414711928652,0.0565587734241908
Label Noise,5% Noise,LightGBM,42,In-domain Test,4,5461,0.4484916846354002,0.08716352316425563
Label Noise,5% Noise,LightGBM,42,In-domain Test,5,3632,0.5440255720250406,0.14785242290748898
Label Noise,5% Noise,LightGBM,42,In-domain Test,6,1123,0.6419157387418398,0.23864648263579696
Label Noise,5% Noise,LightGBM,42,In-domain Test,7,301,0.7405076391277123,0.3754152823920266
Label Noise,5% Noise,LightGBM,42,In-domain Test,8,53,0.8257685506118918,0.41509433962264153
Label Noise,5% Noise,LightGBM,42,In-domain Test,9,0,,
Label Noise,5% Noise,LightGBM,42,Shifted Test,0,0,,
Label Noise,5% Noise,LightGBM,42,Shifted Test,1,41,0.1688687981265347,0.024390243902439025
Label Noise,5% Noise,LightGBM,42,Shifted Test,2,308,0.26418839395046234,0.02922077922077922
Label Noise,5% Noise,LightGBM,42,Shifted Test,3,1123,0.36097842964442417,0.06411398040961709
Label Noise,5% Noise,LightGBM,42,Shifted Test,4,2618,0.45175383821118414,0.08288770053475936
Label Noise,5% Noise,LightGBM,42,Shifted Test,5,1937,0.5420882475086876,0.11925658234383067
Label Noise,5% Noise,LightGBM,42,Shifted Test,6,590,0.6379386473510225,0.2016949152542373
Label Noise,5% Noise,LightGBM,42,Shifted Test,7,134,0.7391174831497136,0.3208955223880597
Label Noise,5% Noise,LightGBM,42,Shifted Test,8,27,0.8441377105536284,0.4074074074074074
Label Noise,5% Noise,LightGBM,42,Shifted Test,9,3,0.9071371157964071,1.0
Label Noise,5% Noise,LightGBM,43,In-domain Test,0,3,0.08803673336903255,0.0
Label Noise,5% Noise,LightGBM,43,In-domain Test,1,82,0.16280580748145174,0.012195121951219513
Label Noise,5% Noise,LightGBM,43,In-domain Test,2,597,0.26608010357748124,0.048576214405360134
Label Noise,5% Noise,LightGBM,43,In-domain Test,3,3121,0.3613706154057094,0.06280038449214995
Label Noise,5% Noise,LightGBM,43,In-domain Test,4,5399,0.4508255932988624,0.0948323763659937
Label Noise,5% Noise,LightGBM,43,In-domain Test,5,3408,0.5401521525017812,0.14642018779342722
Label Noise,5% Noise,LightGBM,43,In-domain Test,6,1235,0.6386464119922777,0.20728744939271254
Label Noise,5% Noise,LightGBM,43,In-domain Test,7,366,0.7415507442312814,0.3524590163934426
Label Noise,5% Noise,LightGBM,43,In-domain Test,8,57,0.822934561654141,0.40350877192982454
Label Noise,5% Noise,LightGBM,43,In-domain Test,9,0,,
Label Noise,5% Noise,LightGBM,43,Shifted Test,0,0,,
Label Noise,5% Noise,LightGBM,43,Shifted Test,1,15,0.16749044607083002,0.0
Label Noise,5% Noise,LightGBM,43,Shifted Test,2,258,0.2664762749805931,0.05426356589147287
Label Noise,5% Noise,LightGBM,43,Shifted Test,3,1432,0.3609800144988398,0.055167597765363126
Label Noise,5% Noise,LightGBM,43,Shifted Test,4,2717,0.45221252531570066,0.08023555391976445
Label Noise,5% Noise,LightGBM,43,Shifted Test,5,1634,0.5396857089482732,0.13892288861689106
Label Noise,5% Noise,LightGBM,43,Shifted Test,6,593,0.6373580193640209,0.21079258010118043
Label Noise,5% Noise,LightGBM,43,Shifted Test,7,99,0.7467735602398111,0.26262626262626265
Label Noise,5% Noise,LightGBM,43,Shifted Test,8,33,0.8285110556718075,0.5151515151515151
Label Noise,5% Noise,LightGBM,43,Shifted Test,9,0,,
Label Noise,5% Noise,LightGBM,44,In-domain Test,0,1,0.08738662302494049,0.0
Label Noise,5% Noise,LightGBM,44,In-domain Test,1,61,0.17193015909097234,0.0
Label Noise,5% Noise,LightGBM,44,In-domain Test,2,622,0.26380768887866346,0.04180064308681672
Label Noise,5% Noise,LightGBM,44,In-domain Test,3,3424,0.3632654914562808,0.05987149532710281
Label Noise,5% Noise,LightGBM,44,In-domain Test,4,4724,0.4476406063685772,0.09208298052497883
Label Noise,5% Noise,LightGBM,44,In-domain Test,5,3596,0.5458839489799718,0.14627363737486096
Label Noise,5% Noise,LightGBM,44,In-domain Test,6,1386,0.6365000439584685,0.22438672438672438
Label Noise,5% Noise,LightGBM,44,In-domain Test,7,400,0.7388766542077064,0.31
Label Noise,5% Noise,LightGBM,44,In-domain Test,8,45,0.8222536047299703,0.5777777777777777
Label Noise,5% Noise,LightGBM,44,In-domain Test,9,1,0.9066434502601624,0.0
Label Noise,5% Noise,LightGBM,44,Shifted Test,0,0,,
Label Noise,5% Noise,LightGBM,44,Shifted Test,1,29,0.16787852680888668,0.034482758620689655
Label Noise,5% Noise,LightGBM,44,Shifted Test,2,317,0.2666253970718534,0.031545741324921134
Label Noise,5% Noise,LightGBM,44,Shifted Test,3,1514,0.3620633750248459,0.05548216644649934
Label Noise,5% Noise,LightGBM,44,Shifted Test,4,2242,0.44877428621931015,0.09009812667261374
Label Noise,5% Noise,LightGBM,44,Shifted Test,5,1835,0.5434045565550594,0.1226158038147139
Label Noise,5% Noise,LightGBM,44,Shifted Test,6,685,0.6385506174860209,0.19708029197080293
Label Noise,5% Noise,LightGBM,44,Shifted Test,7,127,0.7377914626767316,0.25196850393700787
Label Noise,5% Noise,LightGBM,44,Shifted Test,8,31,0.8460713759545357,0.5161290322580645
Label Noise,5% Noise,LightGBM,44,Shifted Test,9,1,0.9070907235145569,1.0
Label Noise,5% Noise,Logistic Regression,42,In-domain Test,0,41,0.06980012852425982,0.024390243902439025
Label Noise,5% Noise,Logistic Regression,42,In-domain Test,1,255,0.15934011135615556,0.047058823529411764
Label Noise,5% Noise,Logistic Regression,42,In-domain Test,2,747,0.2585729396885817,0.06291834002677377
Label Noise,5% Noise,Logistic Regression,42,In-domain Test,3,2631,0.3597837953185093,0.072595971113645
Label Noise,5% Noise,Logistic Regression,42,In-domain Test,4,5086,0.450138495661497,0.09221392056626032
Label Noise,5% Noise,Logistic Regression,42,In-domain Test,5,3411,0.5434917438872502,0.13427147464086778
Label Noise,5% Noise,Logistic Regression,42,In-domain Test,6,1389,0.6412680307423322,0.1742260619150468
Label Noise,5% Noise,Logistic Regression,42,In-domain Test,7,477,0.7401765826113319,0.25366876310272535
Label Noise,5% Noise,Logistic Regression,42,In-domain Test,8,126,0.8350608225852724,0.40476190476190477
Label Noise,5% Noise,Logistic Regression,42,In-domain Test,9,29,0.930418429703548,0.4827586206896552
Label Noise,5% Noise,Logistic Regression,42,Shifted Test,0,11,0.07929337261752649,0.0
Label Noise,5% Noise,Logistic Regression,42,Shifted Test,1,116,0.16520160834850936,0.07758620689655173
Label Noise,5% Noise,Logistic Regression,42,Shifted Test,2,381,0.2601663204706873,0.07611548556430446
Label Noise,5% Noise,Logistic Regression,42,Shifted Test,3,1281,0.3599854897792036,0.06791569086651054
Label Noise,5% Noise,Logistic Regression,42,Shifted Test,4,2474,0.45054185027881505,0.082053354890865
Label Noise,5% Noise,Logistic Regression,42,Shifted Test,5,1647,0.5437418434861652,0.12021857923497267
Label Noise,5% Noise,Logistic Regression,42,Shifted Test,6,641,0.6380431160168045,0.18408736349453977
Label Noise,5% Noise,Logistic Regression,42,Shifted Test,7,168,0.7388688130747705,0.23214285714285715
Label Noise,5% Noise,Logistic Regression,42,Shifted Test,8,47,0.8328476966695583,0.2765957446808511
Label Noise,5% Noise,Logistic Regression,42,Shifted Test,9,15,0.9528348008791606,0.6666666666666666
Label Noise,5% Noise,Logistic Regression,43,In-domain Test,0,64,0.07670496529317461,0.015625
Label Noise,5% Noise,Logistic Regression,43,In-domain Test,1,279,0.16151029854265164,0.08243727598566308
Label Noise,5% Noise,Logistic Regression,43,In-domain Test,2,762,0.26021237248980156,0.06692913385826772
Label Noise,5% Noise,Logistic Regression,43,In-domain Test,3,2723,0.3588894274013252,0.07528461255967683
Label Noise,5% Noise,Logistic Regression,43,In-domain Test,4,4837,0.4509037825621084,0.09510026876162911
Label Noise,5% Noise,Logistic Regression,43,In-domain Test,5,3494,0.5441775487604725,0.136519748139668
Label Noise,5% Noise,Logistic Regression,43,In-domain Test,6,1472,0.6415411838046883,0.17459239130434784
Label Noise,5% Noise,Logistic Regression,43,In-domain Test,7,470,0.7389146291195078,0.23191489361702128
Label Noise,5% Noise,Logistic Regression,43,In-domain Test,8,136,0.8371219429023126,0.33088235294117646
Label Noise,5% Noise,Logistic Regression,43,In-domain Test,9,31,0.9371292321912704,0.5483870967741935
Label Noise,5% Noise,Logistic Regression,43,Shifted Test,0,19,0.07217210952780749,0.05263157894736842
Label Noise,5% Noise,Logistic Regression,43,Shifted Test,1,118,0.16453766412401605,0.09322033898305085
Label Noise,5% Noise,Logistic Regression,43,Shifted Test,2,400,0.2609238822385669,0.0825
Label Noise,5% Noise,Logistic Regression,43,Shifted Test,3,1441,0.359642400293198,0.06384455239417071
Label Noise,5% Noise,Logistic Regression,43,Shifted Test,4,2348,0.45020242398398497,0.07708688245315162
Label Noise,5% Noise,Logistic Regression,43,Shifted Test,5,1609,0.5441826218548141,0.13610938471100062
Label Noise,5% Noise,Logistic Regression,43,Shifted Test,6,599,0.6410239041349127,0.17362270450751252
Label Noise,5% Noise,Logistic Regression,43,Shifted Test,7,182,0.7441947535499112,0.23076923076923078
Label Noise,5% Noise,Logistic Regression,43,Shifted Test,8,49,0.8360093637388579,0.22448979591836735
Label Noise,5% Noise,Logistic Regression,43,Shifted Test,9,16,0.9471412301063538,0.75
Label Noise,5% Noise,Logistic Regression,44,In-domain Test,0,57,0.0738481703753534,0.05263157894736842
Label Noise,5% Noise,Logistic Regression,44,In-domain Test,1,256,0.1569812804227695,0.07421875
Label Noise,5% Noise,Logistic Regression,44,In-domain Test,2,793,0.2601154755523797,0.07061790668348046
Label Noise,5% Noise,Logistic Regression,44,In-domain Test,3,2794,0.35995869680908466,0.07766642806012884
Label Noise,5% Noise,Logistic Regression,44,In-domain Test,4,4669,0.449660376783458,0.09530948811308632
Label Noise,5% Noise,Logistic Regression,44,In-domain Test,5,3398,0.5450420378761617,0.1312536786344909
Label Noise,5% Noise,Logistic Regression,44,In-domain Test,6,1561,0.6421180179224497,0.16591928251121077
Label Noise,5% Noise,Logistic Regression,44,In-domain Test,7,520,0.7393841556631602,0.22692307692307692
Label Noise,5% Noise,Logistic Regression,44,In-domain Test,8,166,0.8403096888438765,0.3795180722891566
Label Noise,5% Noise,Logistic Regression,44,In-domain Test,9,46,0.9381182556566985,0.5869565217391305
Label Noise,5% Noise,Logistic Regression,44,Shifted Test,0,12,0.08437951281666756,0.0
Label Noise,5% Noise,Logistic Regression,44,Shifted Test,1,84,0.1581683573091314,0.10714285714285714
Label Noise,5% Noise,Logistic Regression,44,Shifted Test,2,255,0.2565890827599694,0.06274509803921569
Label Noise,5% Noise,Logistic Regression,44,Shifted Test,3,1072,0.358661732261083,0.05690298507462686
Label Noise,5% Noise,Logistic Regression,44,Shifted Test,4,2245,0.45135882757023343,0.07126948775055679
Label Noise,5% Noise,Logistic Regression,44,Shifted Test,5,1883,0.5461253763448034,0.12055231014338821
Label Noise,5% Noise,Logistic Regression,44,Shifted Test,6,864,0.6423367929679377,0.16203703703703703
Label Noise,5% Noise,Logistic Regression,44,Shifted Test,7,278,0.740215384274078,0.2158273381294964
Label Noise,5% Noise,Logistic Regression,44,Shifted Test,8,70,0.8342990389892033,0.2857142857142857
Label Noise,5% Noise,Logistic Regression,44,Shifted Test,9,18,0.9521071480380164,0.7222222222222222
